Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,Resolved_Brand,Brand_Confidence,Brand_Source,Extracted_Attributes,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,MANUFACTURER_NAME,BRAND_NAME,MANUFACTURER_PART_NUMBER,Product Name,SHORT_DESC,LONG_DESC1,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20
9A-570-320,9A-570-320 Abranet 2.75x30,,,,Mirka Abrasives Inc (MIRUS),Unknown,0.0,No evidence,"[('Dimension', '2.75 x 30', '')]",Dimension,2.75 x 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mirka Abrasives Inc (MIRUS),Unknown,9A-570-320,Abranet 2.75x30,Abranet 2.75x30 for industrial and commercial applications.,Abranet 2.75x30 Manufactured or supplied by Mirka Abrasives Inc (MIRUS). Available product information includes Dimension: 2.75 x 30.,Abranet 2.75x30 designed for industrial and commercial use. Key identified specifications include Dimension: 2.75 x 30.,Manufacturer: Mirka Abrasives Inc (MIRUS),Manufacturer Part Number: 9A-570-320,Dimension: 2.75 x 30,,,,,,,,,,,,,,,,,
DBD090094101F,"DBD090094101F Diablo 9"" - Metal Cut-Off Disc",,,,Freud Inc (2435),Diablo,0.6,Product description,"[('Size', '9', 'in')]",Size,9,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Freud Inc (2435),Diablo,DBD090094101F,"Diablo 9"" - Metal Cut-Off Disc","Diablo 9"" - Metal Cut-Off Disc for industrial and commercial applications.","Diablo 9"" - Metal Cut-Off Disc Manufactured or supplied by Freud Inc (2435). Available product information includes Size: 9 in.","Diablo 9"" - Metal Cut-Off Disc designed for industrial and commercial use. Key identified specifications include Size: 9 in.",Brand: Diablo,Manufacturer: Freud Inc (2435),Manufacturer Part Number: DBD090094101F,Size: 9 in,,,,,,,,,,,,,,,,
DBDS12125A01F,"DBDS12125A01F Diablo 12"" - Steel Demon Metal Cut-Off Disc",,,,Freud Inc (2435),Diablo,0.6,Product description,"[('Size', '12', 'in')]",Size,12,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Freud Inc (2435),Diablo,DBDS12125A01F,"Diablo 12"" - Steel Demon Metal Cut-Off Disc","Diablo 12"" - Steel Demon Metal Cut-Off Disc for industrial and commercial applications.","Diablo 12"" - Steel Demon Metal Cut-Off Disc Manufactured or supplied by Freud Inc (2435). Available product information includes Size: 12 in.","Diablo 12"" - Steel Demon Metal Cut-Off Disc designed for industrial and commercial use. Key identified specifications include Size: 12 in.",Brand: Diablo,Manufacturer: Freud Inc (2435),Manufacturer Part Number: DBDS12125A01F,Size: 12 in,,,,,,,,,,,,,,,,
DBDS12125G01F,"DBDS12125G01F Diablo 12""x20mm - Speed Demon Metal Cut-Off Disc",,,,Freud Inc (2435),Diablo,0.6,Product description,"[('Size', '12', 'in')]",Size,12,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Freud Inc (2435),Diablo,DBDS12125G01F,"Diablo 12""x20mm - Speed Demon Metal Cut-Off Disc","Diablo 12""x20mm - Speed Demon Metal Cut-Off Disc for industrial and commercial applications.","Diablo 12""x20mm - Speed Demon Metal Cut-Off Disc Manufactured or supplied by Freud Inc (2435). Available product information includes Size: 12 in.","Diablo 12""x20mm - Speed Demon Metal Cut-Off Disc designed for industrial and commercial use. Key identified specifications include Size: 12 in.",Brand: Diablo,Manufacturer: Freud Inc (2435),Manufacturer Part Number: DBDS12125G01F,Size: 12 in,,,,,,,,,,,,,,,,
DBDS14125A01F,"DBDS14125A01F Diablo 14""x1"" - Steel Demon Metal Cut-Off Disc",,,,Freud Inc (2435),Diablo,0.6,Product description,"[('Size', '14', 'in')]",Size,14,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Freud Inc (2435),Diablo,DBDS14125A01F,"Diablo 14""x1"" - Steel Demon Metal Cut-Off Disc","Diablo 14""x1"" - Steel Demon Metal Cut-Off Disc for industrial and commercial applications.","Diablo 14""x1"" - Steel Demon Metal Cut-Off Disc Manufactured or supplied by Freud Inc (2435). Available product information includes Size: 14 in.","Diablo 14""x1"" - Steel Demon Metal Cut-Off Disc designed for industrial and commercial use. Key identified specifications include Size: 14 in.",Brand: Diablo,Manufacturer: Freud Inc (2435),Manufacturer Part Number: DBDS14125A01F,Size: 14 in,,,,,,,,,,,,,,,,
DBDS14125G01F,"DBDS14125G01F Diablo 14""x20mm - Steel Demon Metal Cut-Off Disc",,,,Freud Inc (2435),Diablo,0.6,Product description,"[('Size', '14', 'in')]",Size,14,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Freud Inc (2435),Diablo,DBDS14125G01F,"Diablo 14""x20mm - Steel Demon Metal Cut-Off Disc","Diablo 14""x20mm - Steel Demon Metal Cut-Off Disc for industrial and commercial applications.","Diablo 14""x20mm - Steel Demon Metal Cut-Off Disc Manufactured or supplied by Freud Inc (2435). Available product information includes Size: 14 in.","Diablo 14""x20mm - Steel Demon Metal Cut-Off Disc designed for industrial and commercial use. Key identified specifications include Size: 14 in.",Brand: Diablo,Manufacturer: Freud Inc (2435),Manufacturer Part Number: DBDS14125G01F,Size: 14 in,,,,,,,,,,,,,,,,
49-94-0013,"49-94-0013 Milw 5""x.045""x7/8"" Metal Cut Off Disc",,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,"[('Size', '5', 'in')]",Size,5,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,49-94-0013,"Milw 5""x.045""x7/8"" Metal Cut Off Disc","Milw 5""x.045""x7/8"" Metal Cut Off Disc for industrial and commercial applications.","Milw 5""x.045""x7/8"" Metal Cut Off Disc Manufactured or supplied by Milwaukee Accessory (4031). Available product information includes Size: 5 in.","Milw 5""x.045""x7/8"" Metal Cut Off Disc designed for industrial and commercial use. Key identified specifications include Size: 5 in.",Manufacturer: Milwaukee Accessory (4031),Manufacturer Part Number: 49-94-0013,Size: 5 in,,,,,,,,,,,,,,,,,
49-94-0029,"49-94-0029 Milw 6-1/2""x1/8""x5/8"" DKO Metal Cut Off Disc",,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,"[('Size', '6-1/2', 'in')]",Size,6-1/2,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,49-94-0029,"Milw 6-1/2""x1/8""x5/8"" DKO Metal Cut Off Disc","Milw 6-1/2""x1/8""x5/8"" DKO Metal Cut Off Disc for industrial and commercial applications.","Milw 6-1/2""x1/8""x5/8"" DKO Metal Cut Off Disc Manufactured or supplied by Milwaukee Accessory (4031). Available product information includes Size: 6-1/2 in.","Milw 6-1/2""x1/8""x5/8"" DKO Metal Cut Off Disc designed for industrial and commercial use. Key identified specifications include Size: 6-1/2 in.",Manufacturer: Milwaukee Accessory (4031),Manufacturer Part Number: 49-94-0029,Size: 6-1/2 in,,,,,,,,,,,,,,,,,
49-94-0033,"49-94-0033 Milw 7""x1/16""x7/8"" Metal Cut Off Disc",,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,"[('Size', '7', 'in')]",Size,7,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,49-94-0033,"Milw 7""x1/16""x7/8"" Metal Cut Off Disc","Milw 7""x1/16""x7/8"" Metal Cut Off Disc for industrial and commercial applications.","Milw 7""x1/16""x7/8"" Metal Cut Off Disc Manufactured or supplied by Milwaukee Accessory (4031). Available product information includes Size: 7 in.","Milw 7""x1/16""x7/8"" Metal Cut Off Disc designed for industrial and commercial use. Key identified specifications include Size: 7 in.",Manufacturer: Milwaukee Accessory (4031),Manufacturer Part Number: 49-94-0033,Size: 7 in,,,,,,,,,,,,,,,,,
49-94-0001,"49-94-0001 Milw 4""x.040""x5/8"" Metal Cut Off Disc",,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,"[('Size', '4', 'in')]",Size,4,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,49-94-0001,"Milw 4""x.040""x5/8"" Metal Cut Off Disc","Milw 4""x.040""x5/8"" Metal Cut Off Disc for industrial and commercial applications.","Milw 4""x.040""x5/8"" Metal Cut Off Disc Manufactured or supplied by Milwaukee Accessory (4031). Available product information includes Size: 4 in.","Milw 4""x.040""x5/8"" Metal Cut Off Disc designed for industrial and commercial use. Key identified specifications include Size: 4 in.",Manufacturer: Milwaukee Accessory (4031),Manufacturer Part Number: 49-94-0001,Size: 4 in,,,,,,,,,,,,,,,,,
49-94-0039,"49-94-0039 Milw 7""x1/8""x5/8"" DKO Metal Cut Off Disc",,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,"[('Size', '7', 'in')]",Size,7,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,49-94-0039,"Milw 7""x1/8""x5/8"" DKO Metal Cut Off Disc","Milw 7""x1/8""x5/8"" DKO Metal Cut Off Disc for industrial and commercial applications.","Milw 7""x1/8""x5/8"" DKO Metal Cut Off Disc Manufactured or supplied by Milwaukee Accessory (4031). Available product information includes Size: 7 in.","Milw 7""x1/8""x5/8"" DKO Metal Cut Off Disc designed for industrial and commercial use. Key identified specifications include Size: 7 in.",Manufacturer: Milwaukee Accessory (4031),Manufacturer Part Number: 49-94-0039,Size: 7 in,,,,,,,,,,,,,,,,,
49-94-0043,"49-94-0043 Milw 9""x3/32""x7/8"" Metal Cut Off Disc",,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,"[('Size', '9', 'in')]",Size,9,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,49-94-0043,"Milw 9""x3/32""x7/8"" Metal Cut Off Disc","Milw 9""x3/32""x7/8"" Metal Cut Off Disc for industrial and commercial applications.","Milw 9""x3/32""x7/8"" Metal Cut Off Disc Manufactured or supplied by Milwaukee Accessory (4031). Available product information includes Size: 9 in.","Milw 9""x3/32""x7/8"" Metal Cut Off Disc designed for industrial and commercial use. Key identified specifications include Size: 9 in.",Manufacturer: Milwaukee Accessory (4031),Manufacturer Part Number: 49-94-0043,Size: 9 in,,,,,,,,,,,,,,,,,
49-94-0048,"49-94-0048 Milw 12""x7/64""x1"" Metal Cut Off Disc General Purpose",,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,"[('Size', '12', 'in')]",Size,12,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,49-94-0048,"Milw 12""x7/64""x1"" Metal Cut Off Disc General Purpose","Milw 12""x7/64""x1"" Metal Cut Off Disc General Purpose for industrial and commercial applications.","Milw 12""x7/64""x1"" Metal Cut Off Disc General Purpose Manufactured or supplied by Milwaukee Accessory (4031). Available product information includes Size: 12 in.","Milw 12""x7/64""x1"" Metal Cut Off Disc General Purpose designed for industrial and commercial use. Key identified specifications include Size: 12 in.",Manufacturer: Milwaukee Accessory (4031),Manufacturer Part Number: 49-94-0048,Size: 12 in,,,,,,,,,,,,,,,,,
49-94-0053,"49-94-0053 Milw 12""x1/8""x1"" Metal Cut Off Disc",,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,"[('Size', '12', 'in')]",Size,12,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,49-94-0053,"Milw 12""x1/8""x1"" Metal Cut Off Disc","Milw 12""x1/8""x1"" Metal Cut Off Disc for industrial and commercial applications.","Milw 12""x1/8""x1"" Metal Cut Off Disc Manufactured or supplied by Milwaukee Accessory (4031). Available product information includes Size: 12 in.","Milw 12""x1/8""x1"" Metal Cut Off Disc designed for industrial and commercial use. Key identified specifications include Size: 12 in.",Manufacturer: Milwaukee Accessory (4031),Manufacturer Part Number: 49-94-0053,Size: 12 in,,,,,,,,,,,,,,,,,
49-94-0058,"49-94-0058 Milw 12""x1/8""x20mm Metal Cut Off Disc",,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,"[('Size', '12', 'in')]",Size,12,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,49-94-0058,"Milw 12""x1/8""x20mm Metal Cut Off Disc","Milw 12""x1/8""x20mm Metal Cut Off Disc for industrial and commercial applications.","Milw 12""x1/8""x20mm Metal Cut Off Disc Manufactured or supplied by Milwaukee Accessory (4031). Available product information includes Size: 12 in.","Milw 12""x1/8""x20mm Metal Cut Off Disc designed for industrial and commercial use. Key identified specifications include Size: 12 in.",Manufacturer: Milwaukee Accessory (4031),Manufacturer Part Number: 49-94-0058,Size: 12 in,,,,,,,,,,,,,,,,,
49-94-0063,"49-94-0063 Milw 14""x7/64""x1"" Metal Cut Off Disc General Purpose",,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,"[('Size', '14', 'in')]",Size,14,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,49-94-0063,"Milw 14""x7/64""x1"" Metal Cut Off Disc General Purpose","Milw 14""x7/64""x1"" Metal Cut Off Disc General Purpose for industrial and commercial applications.","Milw 14""x7/64""x1"" Metal Cut Off Disc General Purpose Manufactured or supplied by Milwaukee Accessory (4031). Available product information includes Size: 14 in.","Milw 14""x7/64""x1"" Metal Cut Off Disc General Purpose designed for industrial and commercial use. Key identified specifications include Size: 14 in.",Manufacturer: Milwaukee Accessory (4031),Manufacturer Part Number: 49-94-0063,Size: 14 in,,,,,,,,,,,,,,,,,
49-94-0068,"49-94-0068 Milw 14""x1/8""x20mm Metal Cut Off Disc",,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,"[('Size', '14', 'in')]",Size,14,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,49-94-0068,"Milw 14""x1/8""x20mm Metal Cut Off Disc","Milw 14""x1/8""x20mm Metal Cut Off Disc for industrial and commercial applications.","Milw 14""x1/8""x20mm Metal Cut Off Disc Manufactured or supplied by Milwaukee Accessory (4031). Available product information includes Size: 14 in.","Milw 14""x1/8""x20mm Metal Cut Off Disc designed for industrial and commercial use. Key identified specifications include Size: 14 in.",Manufacturer: Milwaukee Accessory (4031),Manufacturer Part Number: 49-94-0068,Size: 14 in,,,,,,,,,,,,,,,,,
49-94-0073,"49-94-0073 Milw 14""x1/8""x1"" Metal Cut Off Disc",,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,"[('Size', '14', 'in')]",Size,14,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,49-94-0073,"Milw 14""x1/8""x1"" Metal Cut Off Disc","Milw 14""x1/8""x1"" Metal Cut Off Disc for industrial and commercial applications.","Milw 14""x1/8""x1"" Metal Cut Off Disc Manufactured or supplied by Milwaukee Accessory (4031). Available product information includes Size: 14 in.","Milw 14""x1/8""x1"" Metal Cut Off Disc designed for industrial and commercial use. Key identified specifications include Size: 14 in.",Manufacturer: Milwaukee Accessory (4031),Manufacturer Part Number: 49-94-0073,Size: 14 in,,,,,,,,,,,,,,,,,
49-94-0101,"49-94-0101 Milw 4-1/2""x.045""x7/8"" Perform+ Metal Cut Off Disc 10pc",,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,"[('Size', '4-1/2', 'in'), ('Size', '045', 'in'), ('Quantity', '10', 'pcs')]",Size,4-1/2,in,Size,045,in,Quantity,10.0,pcs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,49-94-0101,"Milw 4-1/2""x.045""x7/8"" Perform+ Metal Cut Off Disc 10pc","Milw 4-1/2""x.045""x7/8"" Perform+ Metal Cut Off Disc 10pc for industrial and commercial applications.","Milw 4-1/2""x.045""x7/8"" Perform+ Metal Cut Off Disc 10pc Manufactured or supplied by Milwaukee Accessory (4031). Available product information includes Size: 4-1/2 in, Size: 045 in, Quantity: 10.0 pcs.","Milw 4-1/2""x.045""x7/8"" Perform+ Metal Cut Off Disc 10pc designed for industrial and commercial use. Key identified specifications include Size: 4-1/2 in, Size: 045 in, Quantity: 10.0 pcs.",Manufacturer: Milwaukee Accessory (4031),Manufacturer Part Number: 49-94-0101,Size: 4-1/2 in,Size: 045 in,Quantity: 10.0 pcs,,,,,,,,,,,,,,,
49-94-0107,"49-94-0107 Milw 4-1/2""x.045""x7/8"" Performance+ Metal Cut Off Disc",,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,"[('Size', '4-1/2', 'in'), ('Size', '045', 'in')]",Size,4-1/2,in,Size,045,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,49-94-0107,"Milw 4-1/2""x.045""x7/8"" Performance+ Metal Cut Off Disc","Milw 4-1/2""x.045""x7/8"" Performance+ Metal Cut Off Disc for industrial and commercial applications.","Milw 4-1/2""x.045""x7/8"" Performance+ Metal Cut Off Disc Manufactured or supplied by Milwaukee Accessory (4031). Available product information includes Size: 4-1/2 in, Size: 045 in.","Milw 4-1/2""x.045""x7/8"" Performance+ Metal Cut Off Disc designed for industrial and commercial use. Key identified specifications include Size: 4-1/2 in, Size: 045 in.",Manufacturer: Milwaukee Accessory (4031),Manufacturer Part Number: 49-94-0107,Size: 4-1/2 in,Size: 045 in,,,,,,,,,,,,,,,,
