Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,Resolved_Brand,Brand_Confidence,Brand_Source,Extracted_Attributes,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,MANUFACTURER_NAME,BRAND_NAME,MANUFACTURER_PART_NUMBER,Product Name
49-94-0048,"49-94-0048 Milw 12""x7/64""x1"" Metal Cut Off Disc General Purpose",,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,"[('Size', '12', 'in')]",Size,12,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,49-94-0048,"49-94-0048 Milw 12""x7/64""x1"" Metal Cut Off Disc General Purpose"
49-94-0053,"49-94-0053 Milw 12""x1/8""x1"" Metal Cut Off Disc",,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,"[('Size', '12', 'in')]",Size,12,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,49-94-0053,"49-94-0053 Milw 12""x1/8""x1"" Metal Cut Off Disc"
49-94-0058,"49-94-0058 Milw 12""x1/8""x20mm Metal Cut Off Disc",,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,"[('Size', '12', 'in')]",Size,12,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,49-94-0058,"49-94-0058 Milw 12""x1/8""x20mm Metal Cut Off Disc"
49-94-0063,"49-94-0063 Milw 14""x7/64""x1"" Metal Cut Off Disc General Purpose",,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,"[('Size', '14', 'in')]",Size,14,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,49-94-0063,"49-94-0063 Milw 14""x7/64""x1"" Metal Cut Off Disc General Purpose"
49-94-0068,"49-94-0068 Milw 14""x1/8""x20mm Metal Cut Off Disc",,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,"[('Size', '14', 'in')]",Size,14,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,49-94-0068,"49-94-0068 Milw 14""x1/8""x20mm Metal Cut Off Disc"
49-94-0073,"49-94-0073 Milw 14""x1/8""x1"" Metal Cut Off Disc",,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,"[('Size', '14', 'in')]",Size,14,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,49-94-0073,"49-94-0073 Milw 14""x1/8""x1"" Metal Cut Off Disc"
49-94-0101,"49-94-0101 Milw 4-1/2""x.045""x7/8"" Perform+ Metal Cut Off Disc 10pc",,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,"[('Size', '4-1/2', 'in'), ('Size', '045', 'in'), ('Quantity', '10', 'pcs')]",Size,4-1/2,in,Size,045,in,Quantity,10,pcs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,49-94-0101,"49-94-0101 Milw 4-1/2""x.045""x7/8"" Perform+ Metal Cut Off Disc 10pc"
49-94-0107,"49-94-0107 Milw 4-1/2""x.045""x7/8"" Performance+ Metal Cut Off Disc",,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,"[('Size', '4-1/2', 'in'), ('Size', '045', 'in')]",Size,4-1/2,in,Size,045,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,49-94-0107,"49-94-0107 Milw 4-1/2""x.045""x7/8"" Performance+ Metal Cut Off Disc"
49-94-0117,"49-94-0117 Milw 5""x.045""x7/8"" Performance+ Metal Cut Off Disc",,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,"[('Size', '5', 'in')]",Size,5,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,49-94-0117,"49-94-0117 Milw 5""x.045""x7/8"" Performance+ Metal Cut Off Disc"
49-94-0123,"49-94-0123 Milw 6""x.045""x7/8"" Performance+ Metal Cut Off Disc",,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,"[('Size', '6', 'in')]",Size,6,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,49-94-0123,"49-94-0123 Milw 6""x.045""x7/8"" Performance+ Metal Cut Off Disc"
49-94-0023,"49-94-0023 Milw 6""x.045""x7/8"" Metal Cut Off Disc",,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,"[('Size', '6', 'in')]",Size,6,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,49-94-0023,"49-94-0023 Milw 6""x.045""x7/8"" Metal Cut Off Disc"
49-94-0121,"49-94-0121 Milw 6""x.045""x7/8"" Performance+ Metal Cut Off Disc 10pc",,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,"[('Size', '6', 'in'), ('Quantity', '10', 'pcs')]",Size,6,in,Quantity,10,pcs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,49-94-0121,"49-94-0121 Milw 6""x.045""x7/8"" Performance+ Metal Cut Off Disc 10pc"
49-94-0127,"49-94-0127 Milw 6""x.045""x7/8"" Performance+Metal Cut Off Disc",,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,"[('Size', '6', 'in')]",Size,6,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,49-94-0127,"49-94-0127 Milw 6""x.045""x7/8"" Performance+Metal Cut Off Disc"
49-94-0137,"49-94-0137 Milw 7""x3/32""x7/8"" Performance+ Metal Cut Off Disc",,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,"[('Size', '7', 'in')]",Size,7,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,49-94-0137,"49-94-0137 Milw 7""x3/32""x7/8"" Performance+ Metal Cut Off Disc"
49-94-0160,"49-94-0160 Milw 14""x7/64""x1"" Performance+ Metal Cut Off Disc",,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,"[('Size', '14', 'in')]",Size,14,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,49-94-0160,"49-94-0160 Milw 14""x7/64""x1"" Performance+ Metal Cut Off Disc"
49-94-0223,"49-94-0223 Milw 6""x.045""x7/8"" Ceramic+ Metal Cut Off Disc",,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,"[('Size', '6', 'in')]",Size,6,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,49-94-0223,"49-94-0223 Milw 6""x.045""x7/8"" Ceramic+ Metal Cut Off Disc"
49-94-0445,"49-94-0445 Milw 10""x3/32""x5/8"" Performance+ Metal Cut Off Disc",,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,"[('Size', '10', 'in')]",Size,10,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,49-94-0445,"49-94-0445 Milw 10""x3/32""x5/8"" Performance+ Metal Cut Off Disc"
49-94-0803,"49-94-0803 Milw 4-1/2""x1/8""x7/8"" Dual Metal Cut and Grind Disc",,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,"[('Size', '4-1/2', 'in')]",Size,4-1/2,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,49-94-0803,"49-94-0803 Milw 4-1/2""x1/8""x7/8"" Dual Metal Cut and Grind Disc"
49-94-0903,"49-94-0903 Milw 4-1/2""x1/8""x7/8""Perform+Dual Metal Cut and Grind Disc",,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,"[('Size', '4-1/2', 'in')]",Size,4-1/2,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,49-94-0903,"49-94-0903 Milw 4-1/2""x1/8""x7/8""Perform+Dual Metal Cut and Grind Disc"
49-94-0907,"49-94-0907 Milw 4-1/2""x1/8""x5/8-11""Perform+Dual Metal Cut n Grind Disc",,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,"[('Size', '4-1/2', 'in')]",Size,4-1/2,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,49-94-0907,"49-94-0907 Milw 4-1/2""x1/8""x5/8-11""Perform+Dual Metal Cut n Grind Disc"
49-94-0923,"49-94-0923 Milw 6""x1/8""x7/8"" Perform+Dual Metal Cut and Grind Disc",,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,"[('Size', '6', 'in')]",Size,6,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,49-94-0923,"49-94-0923 Milw 6""x1/8""x7/8"" Perform+Dual Metal Cut and Grind Disc"
49-94-1900,"49-94-1900 Milw 4""x1/8""x5/8"" Masonry Cut Off Disc",,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,"[('Size', '4', 'in')]",Size,4,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,49-94-1900,"49-94-1900 Milw 4""x1/8""x5/8"" Masonry Cut Off Disc"
49-94-1905,"49-94-1905 Milw 4-1/2""x1/8""x7/8"" Masonry Cut Off Disc",,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,"[('Size', '4-1/2', 'in')]",Size,4-1/2,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,49-94-1905,"49-94-1905 Milw 4-1/2""x1/8""x7/8"" Masonry Cut Off Disc"
49-94-1915,"49-94-1915 Milw 6-1/2""x1/8""x5/8"" DKO Masonry Cut Off Disc",,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,"[('Size', '6-1/2', 'in')]",Size,6-1/2,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,49-94-1915,"49-94-1915 Milw 6-1/2""x1/8""x5/8"" DKO Masonry Cut Off Disc"
49-94-1920,"49-94-1920 Milw 7""x1/8""x5/8"" DKO Masonry Cut Off Disc",,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,"[('Size', '7', 'in')]",Size,7,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,49-94-1920,"49-94-1920 Milw 7""x1/8""x5/8"" DKO Masonry Cut Off Disc"
49-94-1925,"49-94-1925 Milw 10""x1/8""x5/8"" Masonry Cut Off Disc",,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,"[('Size', '10', 'in')]",Size,10,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,49-94-1925,"49-94-1925 Milw 10""x1/8""x5/8"" Masonry Cut Off Disc"
49-94-1935,"49-94-1935 Milw 12""x1/8""x1"" Masonry Cut Off Disc",,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,"[('Size', '12', 'in')]",Size,12,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,49-94-1935,"49-94-1935 Milw 12""x1/8""x1"" Masonry Cut Off Disc"
49-94-1940,"49-94-1940 Milw 14""x1/8""x1"" Masonry Cut Off Disc",,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,"[('Size', '14', 'in')]",Size,14,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,49-94-1940,"49-94-1940 Milw 14""x1/8""x1"" Masonry Cut Off Disc"
49-94-0501,"49-94-0501 Milw 4""x1/4""x5/8"" Metal Grinding Wheel",,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,"[('Size', '4', 'in')]",Size,4,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,49-94-0501,"49-94-0501 Milw 4""x1/4""x5/8"" Metal Grinding Wheel"
49-94-0503,"49-94-0503 Milw 4-1/2""x1/4""x7/8"" Metal Grinding Wheel",,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,"[('Size', '4-1/2', 'in')]",Size,4-1/2,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,49-94-0503,"49-94-0503 Milw 4-1/2""x1/4""x7/8"" Metal Grinding Wheel"
49-94-0523,"49-94-0523 Milw 6""x1/4""x7/8"" Metal Grinding Wheel",,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,"[('Size', '6', 'in')]",Size,6,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,49-94-0523,"49-94-0523 Milw 6""x1/4""x7/8"" Metal Grinding Wheel"
49-94-1955,"49-94-1955 Milw 4-1/2""x1/4""x7/8"" Masonry Grinding Wheel",,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,"[('Size', '4-1/2', 'in')]",Size,4-1/2,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,49-94-1955,"49-94-1955 Milw 4-1/2""x1/4""x7/8"" Masonry Grinding Wheel"
49-94-1965,"49-94-1965 Milw 7""x1/4""x7/8"" Masonry Grinding Wheel",,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,"[('Size', '7', 'in')]",Size,7,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,49-94-1965,"49-94-1965 Milw 7""x1/4""x7/8"" Masonry Grinding Wheel"
49-94-0513,"49-94-0513 Milw 5""x1/4""x7/8"" Metal Grinding Wheel",,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,"[('Size', '5', 'in')]",Size,5,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,49-94-0513,"49-94-0513 Milw 5""x1/4""x7/8"" Metal Grinding Wheel"
49-94-0533,"49-94-0533 Milw 7""x1/4""x7/8"" Metal Grinding Wheel",,,,Milwaukee Accessory (4031),Unknown,0.0,No evidence,"[('Size', '7', 'in')]",Size,7,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milwaukee Accessory (4031),Unknown,49-94-0533,"49-94-0533 Milw 7""x1/4""x7/8"" Metal Grinding Wheel"
